Year,Title,Author,Keywords,JEL_Category,Citations,Abstract
2024,"Sticky Spending, Sequestration, and Government Debt","Piguillem, F; Riboni, A",DYNAMIC THEORY; DEFICITS; POLICY,Economics; Business & Economics,1,"Once established, government spending programs tend to continue. A commonly held view is that spending inertia leads to unsustainable debt, ultimately requiring fiscal adjustments such as ""sequestration."" We show that by insuring against political turnover, inertia may reduce politicians' incentives to accumulate debt. However, large preexisting commitments and the prospect of future stabilization can lead to overspending to dilute past administrations' commitments. Finally, we show that political polarization amplifies incentives to prioritize inertial programs, potentially explaining the increased share of mandatory spending in the US budget. ( JEL D72, E62, H61, H63)"
2024,Social Media and Collective Action in China,"Qin, B; Strömberg, D; Wu, YH",Social media; protests; strikes; China; media control; COMMUNICATION TECHNOLOGY; CONTENTIOUS POLITICS; PANEL-DATA; PROTESTS; MODELS; IDENTIFICATION; MOBILIZATION; CENSORSHIP; CONTAGION; DIFFUSION,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",17,"This paper studies how social media affects the dynamics of protests and strikes in China during 2009-2017. Based on 13.2 billion microblog posts, we use tweets and retweets to measure social media communication across cities and exploit its rapid expansion for identification. We find that, despite strict government censorship, Chinese social media has a sizeable effect on the geographical spread of protests and strikes. Furthermore, social media communication considerably expands the scope of protests by spreading events across different causes (e.g., from anticorruption protests to environmental protests) and dramatically increases the probability of far-reaching protest waves with simultaneous events occurring in many cities. These effects arise even though Chinese social media barely circulates content that explicitly helps organize protests."
2024,Generalized Social Marginal Welfare Weights Imply Inconsistent Comparisons of Tax Policies,"Sher, I",OPTIMAL TAXATION; INCOME TAXATION,Economics; Business & Economics,3,"This paper concerns Saez and Stantcheva's ( 2016 ) generalized social marginal welfare weights, which aggregate losses and gains due to tax policies while incorporating nonutilitarian ethical considerations. The approach evaluates local tax changes without a global social objective. I show that local tax policy comparisons implicitly entail global comparisons. Moreover, whenever welfare weights do not have a utilitarian structure, these implied global comparisons are inconsistent. I argue that broader ethical values cannot in general be represented simply by modifying the weights placed on benefits to different people, and a more thoroughgoing modification of the utilitarian approach is required. ( JEL D60, D63, D71, H21, H23, I31)"
2024,Privacy-Preserving Signals,"Strack, P; Yang, KH",Privacy-preserving signal; privacy sets; independence; reordered quantile signal; protected characteristics; INFORMATION DISCLOSURE; CORRELATED EQUILIBRIUM; GAMES; PERSUASION,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",4,"A signal is privacy-preserving with respect to a collection of privacy sets if the posterior probability assigned to every privacy set remains unchanged conditional on any signal realization. We characterize the privacy-preserving signals for arbitrary state space and arbitrary privacy sets. A signal is privacy-preserving if and only if it is a garbling of a reordered quantile signal. Furthermore, distributions of posterior means induced by privacy-preserving signals are exactly mean-preserving contractions of that induced by the quantile signal. We discuss the economic implications of our characterization for statistical discrimination, the revelation of sensitive information in auctions and price discrimination."
2024,Private Monopoly and Restricted Entry-Evidence from the Notary Profession,"Verboven, F; Yontcheva, B",PRODUCT VARIETY; QUALITY; COMPETITION; EFFICIENCY; SELECTION,Economics; Business & Economics,3,"We study entry restrictions in a private monopoly: the Latin notary system. Under this widespread system, the state grants notaries exclusive rights to certify important economic transactions, including real estate. To uncover the current policy goals behind the geographic entry restrictions, we develop an empirical entry model that incorporates a spatial demand model and a multioutput production model. We find that the entry restrictions serve primarily producer interests and give only a small weight to consumer surplus. We show how reform would generate considerable welfare improvements and imply a substantial redistribution toward consumers without threatening geographic coverage."
2025,Expectations and Learning from Prices,"Bastianello, F; Fontanier, P",Behavioural; Expectations; Inelastic markets; Learning; Subjective models; INSTITUTIONAL INVESTORS; INFORMATION AGGREGATION; PRESIDENTIAL-ADDRESS; CORRELATION NEGLECT; DEMAND CURVES; STOCK-PRICES; MODELS; OVERCONFIDENCE; EQUILIBRIUM; VOLATILITY,Economics; Business & Economics,8,"We study mislearning from equilibrium prices, and contrast this with mislearning from exogenous fundamentals. We micro-found mislearning from prices with a psychologically founded theory of ""Partial Equilibrium Thinking"" (PET), where traders learn fundamental information from prices, but fail to realize others do so too. PET leads to over-reaction, and upward sloping demand curves, thus contributing to more inelastic markets. The degree of individual-level over-reaction and the extent of inelasticity vary with the composition of traders, and with the informativeness of new information. More generally, unlike mislearning from fundamentals, mislearning from prices (i) generates a two-way feedback between prices and beliefs that can provide an arbitrarily large amount of amplification and (ii) can rationalize both over-reaction and more inelastic markets. The two classes of biases are not mutually exclusive. Instead, they interact in very natural ways, and mislearning from prices can vastly amplify mislearning from fundamentals."
2025,Identifying Network Ties from Panel Data: Theory and an Application to Tax Competition,"de Paula, A; Rasul, I; Souza, PCL",Social interactions; Identification; ADAPTIVE ELASTIC-NET; SOCIAL INTERACTIONS; VARIABLE SELECTION; IDENTIFICATION; FREEDOM; MODELS; LASSO,Economics; Business & Economics,12,"Social interactions determine many economic behaviours, but information on social ties does not exist in most publicly available and widely used datasets. We present results on the identification of social networks from observational panel data that contains no information on social ties between agents. In the context of a canonical social interactions model, we provide sufficient conditions under which the social interactions matrix, endogenous and exogenous social effect parameters are globally identified if networks are constant over time. We also provide an extension of the method for time-varying networks. We then describe how high-dimensional estimation techniques can be used to estimate the interactions model based on the adaptive elastic net Generalized Method of Moments. We employ the method to study tax competition across U.S. states. The identified social interactions matrix implies that tax competition differs markedly from the common assumption of competition between geographically neighbouring states, providing further insights into the long-standing debate on the relative roles of factor mobility and yardstick competition in driving tax setting behaviour across states. Most broadly, our identification and application show that the analysis of social interactions can be extended to economic realms where no network data exist."
2024,Measuring and Mitigating Racial Disparities in Tax Audits,"Elzayn, H; Smith, E; Hertz, T; Guage, C; Ramesh, A; Fisher, R; Ho, DE; Goldin, J",CONSEQUENCES,Economics; Business & Economics,12,"Tax authorities around the world rely on audits to detect underreported tax liabilities and to verify that taxpayers qualify for the benefits they claim. We study differences in Internal Revenue Service audit rates between Black and non-Black taxpayers. Because neither we nor the IRS observe taxpayer race, we propose and use a novel partial identification strategy to estimate these differences. Despite race-blind audit selection, we find that Black taxpayers are audited at 2.9 to 4.7 times the rate of non-Black taxpayers. An important driver of the disparity is differing audit rates by race among taxpayers claiming the Earned Income Tax Credit (EITC). Using counterfactual audit selection models to explore why the disparity arises, we find that maximizing the detection of underreported taxes would not lead to Black EITC claimants being audited at higher rates. Rather, the audit disparity among EITC claimants stems largely from a policy decision to prioritize detecting overclaims of refundable credits over other forms of noncompliance. Modifying the audit selection algorithm to target total underreported taxes while holding fixed the number of audited EITC claimants would reduce the share of audited taxpayers who are Black and would lead to more audits focused on accurate reporting of business income and deductions, fewer audits focused on the eligibility of claimed dependents, higher per audit costs, and more detected noncompliance."
2025,Standard Errors for Calibrated Parameters,"Cocci, MD; Plagborg-Moller, M",Calibration; Data combination; Minimum distance; Moment selection; Semidefinite programming,Economics; Business & Economics,2,"Calibration, the practice of choosing the parameters of a structural model to match certain empirical moments, can be viewed as minimum distance estimation. Existing standard error formulas for such estimators require a consistent estimate of the correlation structure of the empirical moments, which is often unavailable in practice. Instead, the variances of the individual empirical moments are usually readily estimable. Using only these variances, we derive conservative standard errors and confidence intervals for the structural parameters that are valid even under the worst-case correlation structure. In the over-identified case, we show that the moment weighting scheme that minimizes the worst-case estimator variance amounts to a moment selection problem with a simple solution. Finally, we develop tests of over- identifying or parameter restrictions. We apply our methods empirically to a model of menu cost pricing for multi-product firms and to a heterogeneous agent New Keynesian model."
2025,Wealth Taxation and Household Saving: Evidence from Assessment Discontinuities in Norway,"Ring, MAK",Wealth taxes; Savings; Capital taxation; Intertemporal substitution; MEASURING INTERTEMPORAL SUBSTITUTION; MONETARY-POLICY; CAPITAL INCOME; CONSUMPTION; ELASTICITY; TAXES; INVESTMENT; EARNINGS; SCHOOLS,Economics; Business & Economics,4,"Neither theory nor existing empirical evidence support the notion that wealth taxation reduces saving. Theoretically, the effect is ambiguous due to opposing income and substitution effects. Empirically, the effect may be masked by misreporting responses. Using geographic discontinuities in the Norwegian annual net-wealth tax and third-party-reported data on savings, I find that wealth taxation causes households to save more. Each additional NOK of wealth tax increases annual net financial saving by 3.76, implying that households increase saving enough to offset both current and future wealth taxes. This positive effect on saving is primarily financed by increases in labour earnings. These responses are the combination of small negative effects of increasing the marginal tax rates and larger positive effects of increasing average rates. My findings imply that income effects may dominate substitution effects in household responses to rate-of-return shocks, which has implications for both optimal taxation and macroeconomic modelling."
2025,Rational Expectations Models with Higher-Order Beliefs,"Huo, Z; Takayama, N",Higher-order expectations; Dynamic complementarity; General equilibrium; ROBUST PREDICTIONS; SIGNAL EXTRACTION; MONETARY-POLICY; STICKY PRICES; SOCIAL VALUE; INFORMATION; FORECASTS; AMPLIFICATION; OTHERS,Economics; Business & Economics,1,"We develop a method of solving rational expectations models with dispersed information and dynamic strategic complementarities. In these types of models, the equilibrium outcome hinges on an infinite number of higher-order expectations which require an increasing number of state variables to keep track of. Despite this complication, we prove that the equilibrium outcome always admits a finite-state representation when the signals follow finite ARMA processes. We also show that such a finite-state result may not hold with endogenous information aggregation. We further illustrate how to use the method to derive comparative statics, characterize equilibrium outcomes in HANK-type network games, reconcile with empirical evidence on expectations, and integrate incomplete information with bounded rationality in general equilibrium."
2025,Sowing the Seeds of Financial Crises: Endogenous Asset Creation and Adverse Selection,"Caramp, N",Safe Assets; Financial Crisis; Information Frictions; LIQUIDITY; MARKETS; PRIVATE; LEMONS; DEBT; SKIN; GAME,Economics; Business & Economics,3,"What sows the seeds of financial crises, and what policies can help avoid them? I model the interaction between the ex-ante production of assets and ex-post adverse selection in financial markets. Positive shocks that increase market prices exacerbate the production of low-quality assets and can increase the likelihood of a financial market collapse. The interest rate and the liquidity premium are endogenous and depend on the functioning of financial markets as well as the total supply of assets (private and public). Optimal policy balances the economy's liquidity needs ex-post with the production incentives ex-ante, and it can be implemented with three instruments: government bonds, asset purchase programs, and transaction taxes. Public liquidity improves incentives but implies a higher deadweight loss than private market interventions. Optimal policy does not rule out private market collapses but mitigates the fluctuations in total liquidity."
2024,"Strategic Inattention, Inflation Dynamics, and the Nonneutrality of Money","Afrouzi, H",RATIONAL INATTENTION; MENU COSTS; STICKY PRICES; INFORMATION; EXPECTATIONS; FIRMS; NEUTRALITY,Economics; Business & Economics,4,"This paper studies how competition affects firms' expectations in a new dynamic general equilibrium model with rational inattention and oligopolistic competition where firms acquire information about their competitors' beliefs. In the model, firms with fewer competitors are less attentive to aggregate variables-a novel prediction supported by survey evidence. A calibrated version of the model matches the relationship between firms' numbers of competitors and their uncertainty about aggregate inflation as a nontargeted moment. A quantitative exercise reveals that firms' strategic inattention to aggregates significantly amplifies monetary nonneutrality and shifts output response disproportionately toward less competitive oligopolies by distorting relative prices."
2024,Public Discourse and Socially Responsible Market Behavior,"Bartling, B; Valero, V; Weber, RA; Yao, L",COMMUNICATION; COORDINATION; NORMS; GAMES; EXTERNALITIES; DEMAND; MORALS,Economics; Business & Economics,5,"We investigate the causal impact of public discourse on socially having market participants engage in public discourse generally increases market social responsibility. These positive impacts are robust to variation in several characteristics of the discourse. We provide evidence that discourse strengthens beliefs that others support socially responsible exchange. However, relaxing requirements to engage in discourse sharply reduces its effectiveness. Our findings suggest that campaigns encouraging discussion of appropriate market behavior can have sizable impacts on addressing inefficiencies due to market failures but that policies encouraging broad pubM14, Z13)"
2024,Efficiency and Equity Impacts of Urban Transportation Policies with Equilibrium Sorting,"Barwick, PJ; Li, SJ; Waxman, A; Wu, J; Xia, TL",AIR-QUALITY; DRIVING RESTRICTIONS; PUBLIC-TRANSIT; CONGESTION; SUBWAYS; MODELS; COST; PREFERENCES; POLLUTANTS; ALLOCATION,Economics; Business & Economics,9,"We estimate an equilibrium sorting model of housing location and commuting mode choice with endogenous trafic congestion to evaluate urban transportation policies. Leveraging ine-scale data from travel diaries and housing transactions identifying residents' home and work locations, , we recover rich preference heterogeneity over both travel mode and residential location decisions. While different policies produce the same congestion reduction, , their impacts on social welfare differ drastically. In addition, , sorting undermines the congestion reduction under driving restrictions and subway expansion but strengthens it under congestion pricing. The combination of congestion pricing and subway expansion delivers the greatest congestion relief and eficiency gains."
2025,Looming Large or Seeming Small? Attitudes Towards Losses in a Representative Sample,"Chapman, J; Snowberg, E; Wang, SW; Camerer, C",Loss Aversion; Dynamic Adaptive Design; Risk Preferences; Cognitive Ability; Negative Shocks; Gambling; LOSS AVERSION; PROSPECT-THEORY; COGNITIVE-ABILITY; RISK-AVERSION; EQUITY PREMIUM; BEHAVIOR; DECISION; DISAPPOINTMENT; SKEWNESS; UTILITY,Economics; Business & Economics,7,"We measure individual-level loss aversion using three incentivized, representative surveys of the U.S. population (combined N=3,000). We find that around 50% of the U.S. population is loss tolerant-they are willing to accept negative-expected-value gambles that contain a loss. This is counter to expert predictions and earlier findings-which mostly come from laboratory/student samples-that 70-90% of participants are loss averse. Consistent with the different findings in our study versus the prior literature, loss aversion is more prevalent in people with high cognitive ability. Further, our measure of gain-loss attitudes exhibits similar temporal stability and better predictive power outside our survey than measures of risk aversion. Loss-tolerant individuals are more likely to report recent gambling, investing a higher percentage of their assets in stocks, and experiencing financial shocks. These results support the general hypothesis that individuals value gains and losses differently, and that gain-loss attitudes are an important economic preference. However, the tendency in a large proportion of the population to emphasize gains over losses is an overlooked behavioural phenomenon."
2024,Big G,"Cox, L; Müller, GJ; Pastén, E; Schoenle, R; Weber, M",FISCAL-POLICY; SPENDING EVIDENCE; OPTIMAL MONETARY; MULTIPLIERS; STIMULUS; RENEGOTIATION; INVESTMENT; CONTRACTS; ORIGINS,Economics; Business & Economics,9,"Big G typically refers to aggregate government spending on a homogeneous good. We confront this notion with five facts for the universe of federal purchases. First, they are volatile and account for the largest part of the short-run variation in total spending. Second, the origin of their variation is granular. Third, purchases are subject to procurement and bidding. Fourth, they are concentrated in long-term contracts. Fifth, their composition is biased toward sectors in which private sector prices are sticky. We develop a two-sector New Keynesian model consistent with these facts and find where the government spends is key for aggregate effects."
2024,Optimally Imprecise Memory and Biased Forecasts,"da Silveira, RA; Sung, YJ; Woodford, M",EXPECTATIONS; TIME,Economics; Business & Economics,10,We propose a model of optimal decision-making subject to a memory constraint in the spirit of models of rational inattention. Our theory differs from that of Sims ( 2003 ) in not assuming costless memory of past cognitive states. The model implies that both forecasts and actions will exhibit idiosyncratic random variation; that average beliefs will exhibit a bias that fluctuates forever; and that more recent news will be given disproportionate weight in forecasts. The model provides a simple explanation for the overreaction to news observed in the laboratory by Afrouzi et al. (2023).
2024,Women Left Behind: Gender Disparities in Utilization of Government Health Insurance in India,"Dupas, P; Jain, R",POLICY EXPERIMENT; NUTRITION; BIAS; CARE,Economics; Business & Economics,17,"We document large gender disparities within a government program that entitles 46 million poor individuals to free hospital care. We show that care is not free in practice and higher costs are associated with larger disparities. Lowering care costs increases female utilization but does not reduce gender disparities because marginal beneficiaries are as likely to be male as inframarginals. Long-term exposure to local female leaders reduces disparities by addressing factors lowering female care. In the presence of gender bias, , subsidizing social services may fail to address gender inequalities without actions that specifically target females. (JEL H51, I12, I13, I14, J16, O15)"
2024,Learning about the Long Run,"Farmer, LE; Nakamura, E; Steinsson, J",TERM STRUCTURE; EXPECTATIONS HYPOTHESIS; INTEREST-RATES; INFORMATION; RISK; INFLATION; BEHAVIOR; MODEL; PREDICTABILITY; COINTEGRATION,Economics; Business & Economics,25,"Forecasts of professional forecasters are anomalous: they are biased, and forecast errors are autocorrelated and predictable by forecast revisions. We propose that these anomalies arise because professional forecasters do not know the model that generates the data. We show that Bayesian agents learning about hard-to-learn features of the world can generate all the prominent aggregate anomalies emphasized in the literature. We show this for professional forecasts of nominal interest rates and Congressional Budget Office forecasts of gross domestic product growth. Our learning model for interest rates can explain observed deviations from the expectations hypothesis of the term structure without relying on time variation in risk premia."
2024,Sufficient Statistics for Nonlinear Tax Systems with General Across-Income Heterogeneity,"Ferey, A; Lockwood, BB; Taubinsky, D",CAPITAL INCOME; COMMODITY TAXATION; REDISTRIBUTIVE TAXATION; DEADWEIGHT LOSS; ELASTICITIES; WEALTH; REFORM; POLICY,Economics; Business & Economics,7,"This paper provides empirically implementable sufficient statistics formulas for optimal nonlinear tax systems in the presence of across-income heterogeneity in preferences, , inheritances, , income-shifting capabilities, , and other sources. We characterize optimal smooth tax systems on income and savings ( or other commodities), as well as simpler tax systems. We use familiar elasticity concepts and a novel sufficient statistic for heterogeneity correlated with earnings ability: the difference between across-income variation in savings and the causal effect of income on savings. We apply these formulas to the United States and find that the optimal savings tax is mostly positive and progressive. (JEL E21, G51, H21, H24)"
2024,The Social Costs of Keystone Species Collapse: Evidence from the Decline of Vultures in India,"Frank, E; Sudarshan, A",CLIMATE-CHANGE; AIR-POLLUTION; ENVIRONMENTAL-REGULATIONS; INFANT-MORTALITY; HEALTH EVIDENCE; IMPACT; WATER; BIODIVERSITY; CONSEQUENCES; TEMPERATURE,Economics; Business & Economics,45,"Scientific evidence has documented we are undergoing a mass extinction of species, caused by human activity. However, allocating conservation resources is difficult due to scarce evidence on damages from losing individual species. This paper studies the collapse of vultures in India, triggered by the expiry of a patent on a painkiller. Our results suggest the functional extinction of vultures-efficient scavengers that removed carcasses from the environment-increased human mortality by over 4 percent because of a large negative shock to sanitation. We quantify damages at $69.4 billion per year. These results suggest high returns to conserving keystone species such as vultures."
2024,"Rising Top, Falling Bottom: Industries and Rising Wage Inequality","Haltiwanger, J; Hyatt, HR; Spletzer, JR",UNITED-STATES; RISE; PRODUCTIVITY; POLARIZATION; DISPERSION; EMPLOYMENT; EARNINGS; TRENDS; TASKS; WORK,Economics; Business & Economics,9,"Most of the rise in overall earnings inequality from 1996 to 2018 is accounted for by rising between-industry dispersion. The contribution of industries is right-skewed with the top 10 percent of four-digit NAICS industries dominating. The top 10 percent are clustered in high-paying high-tech and low-paying retail sectors. In the top industries, , high-wage workers are increasingly sorted to high-wage industries with rising industry premia. In the bottom industries, , low-wage workers are increasingly sorted into low- wage industries, , with rising employment and falling industry wage premia."
2024,Technology Adoption and Productivity Growth: Evidence from Industrialization in France,"Juhász, R; Squicciarini, MP; Voigtländer, N",EFFICIENCY; ORGANIZATION; EXPLORATION; MANAGEMENT; REVOLUTION; DIFFUSION; INDUSTRY; GAINS; WORK,Economics; Business & Economics,18,"New technologies tend to be adopted slowly and-even after being adopted-take time to be reflected in higher aggregate productivity. One prominent explanation is that major technological breakthroughs create the need to reorganize production. We study a unique setting that allows us to examine this mechanism: the adoption of mechanized cotton spinning during the first Industrial Revolution in France. Using a novel hand-collected, plant-level dataset from French archival sources, we show that a process of ""trial and error"" in reorganizing production led to initially low and widely dispersed productivity across firms operating the new technology. In the subsequent decades, we observe high productivity growth as knowledge diffused through the economy and new entrants adopted improved methods of organizing production."
2024,Monitoring in Small Firms: Experimental Evidence from Kenyan Public Transit,"Kelley, EM; Lane, G; Schönholzer, D",ON-BOARD COMPUTERS; ASSET OWNERSHIP; MORAL HAZARD; ROAD SAFETY; INTERVENTION; CONTRACTS,Economics; Business & Economics,3,"Small firms struggle to grow beyond a few employees. We introduce monitoring devices into commuter minibuses in Kenya and randomize which minibus owners have access to the data using a novel mobile app. We find that treated vehicle owners modify the terms of the contract to induce higher effort and lower risk taking from their drivers. This reduces firm costs and increases firm profitability. There is suggestive evidence that some firms expand. These results suggest that small firms may be able to utilize monitoring technologies to overcome problems of moral hazard and enhance their profitability. (JEL D22, D24, D82, J41, L25, L92, O14)"
2024,Intergenerational Insurance,"Lancia, F; Russo, A; Worrall, T",OVERLAPPING GENERATIONS; SOCIAL-SECURITY; DEBT SUSTAINABILITY; MORAL HAZARD; RISK; INSTITUTIONS; SOLVENCY; MODELS; MARKET; US,Economics; Business & Economics,0,"How should successive generations insure each other when the young can default on previously promised transfers to the old? This paper studies intergenerational insurance that maximizes the expected discounted utility of all generations subject to participation constraints for each generation. If complete insurance is unattainable, the optimal intergenerational insurance is history dependent even when the environment is stationary. The risk from a generational shock is spread into the future with periodic ""resetting."" If we interpret intergenerational insurance in terms of debt, the fiscal reaction function is nonlinear and the risk premium on debt is lower than the risk premium with complete insurance."
2024,The Price of Power: Costs of Political Corruption in Indian Electricity,"Mahadevan, M",REGRESSION DISCONTINUITY DESIGN; WEST-BENGAL; RURAL ELECTRIFICATION; ECONOMIC-GROWTH; PROVISION; STATE; DETERMINANTS; MANIPULATION; SUCCESS; CYCLES,Economics; Business & Economics,12,"Politicians may target public goods to benefit their constituents, , at the expense of others. I study corruption in the context of Indian electricity and estimate the welfare consequences. Using new administrative billing data and close-election regression discontinuities, , I show that billed electricity consumption is lower for constituencies of the winning party by almost 40 percent, , while actual consumption, , measured by nighttime lights, , is higher. I document the covert way in which politicians subsidize constituents by manipulating bills. These actions have substantial welfare implications, , with an efficiency loss of US$0.9 billion, , leading to unreliable electricity supply and significant negative consequences for development."
2024,Dynamic Outside Options and Optimal Negotiation Strategies,"McClellan, A",TERMINATION,Economics; Business & Economics,0,"We study the design of negotiation strategies when a principal and agent must decide how to split a pie while the agent's outside option changes over time. The principal's optimal strategy under commitment demonstrates a new, , but intuitive, , set of negotiation dynamics. When the agent is tempted to leave, , the principal gradually promises a larger share ( decreasing demands) ) and more time to explore the outside option ( decreasing pressure), ) , illustrating a complementarity between these two tools. Although the principal's expected utility is decreasing in the outside option, , his expected utility and demands are increasing in the outside option's drift and volatility."
2024,Prices and Policies in Opioid Markets,"Mulligan, CB",ETHNIC DISPARITIES; RETAIL MARKET; HEROIN; EMERGENCY; CRISIS; IMPACT; MODEL; CARE,Economics; Business & Economics,6,"Opioid mortality increases have been linked to both lax and restrictive opioid prescription regulations. Modeling choice between prescription and illicitly manufactured opioid sources helps reconcile the apparently contradictory empirical findings. It also identifies groups responding opposite of the average and applies previous studies to new supply conditions. Organized around the two supply channels, a policy database is assembled that reveals distinct pricing phases during 1999-2021. Consistent with the model, during the later phases the relationship between the opioid fatality rate (measured from death certificates) and its composition changes sign, minors' fatality rates trend opposite of adults', and the black-white gap changes sign."
2024,Funding of Clinical Trials and Reported Drug Efficacy,"Oostrom, T",ST-JOHNS-WORT; PHARMACEUTICAL-INDUSTRY; SPONSORSHIP; DEPRESSION,Economics; Business & Economics,6,"This paper estimates the effect of financial sponsorship of clinical trials on reported drug efficacy, leveraging the insight that the exact same pairs of drugs are often compared in different trials conducted by parties with different financial interests. I assemble new psychiatric trial data to estimate that a drug appears substantially more effective when the trial is sponsored by that drug's manufacturer, compared with the same drug tested against the same combination of drugs but without sponsorship. This difference is not explained by observable characteristics, but publication bias is important. Preregistration may be effective in overcoming this bias."
2024,Reputation Effects under Short Memories,"Pei, H",REPEATED GAMES; COOPERATION; SELECTION,Economics; Business & Economics,5,"I analyze a reputation game between a patient player and a sequence of short-run players. Each short-run player observes the number of times that the patient player took each of his actions in the past K periods. When players have monotone supermodular payoffs, the patient player can approximately secure his commitment payoff in all equilibria regardless of K. I also show that the short-run players can approximately attain their highest feasible payoff in all equilibria if and only if K is lower than some cutoff. This is because a larger K weakens the short-run players' incentives to punish the patient player."
2025,Gang Rule: Understanding and Countering Criminal Governance,"Blattman, C; Duncan, G; Lessing, B; Tobón, S",Organized crime; Gangs; State building; Duopoly; Public services; Criminal governance; Qualitative methods; Quasi-experiment; Colombia; SOCIAL-ORDER; ECONOMICS; CONFLICT; VIOLENCE,Economics; Business & Economics,21,"Criminal groups govern millions worldwide. Even in strong states, gangs resolve disputes and provide security. Why do these duopolies of coercion emerge? Often, gangs fill vacuums of official power, suggesting that increasing state presence should crowd out criminal governance. We show, however, that state and gang rule can be strategic complements. In particular, gangs could minimize seizures and arrests by keeping neighbourhoods orderly and loyal. If true, increasing state presence could increase incentives for gang rule. In Medell & iacute;n, Colombia, criminal leaders told us they rule to protect drug rents from police. We test gang responses to state presence using a geographic discontinuity. Internal border changes in 1987 assigned blocks to be closer or further from state security for three decades. Gangs exogenously closer to state presence developed more governance over time. They primarily did so in neighbourhoods with the greatest potential drug rents. This suggests new strategies for countering criminal governance."
2025,What Drives Demand for State-Run Lotteries? Evidence and Welfare Implications,"Lockwood, BB; Allcott, H; Taubinsky, D; Sial, A",Behavioural public economics; Behavioural welfare analysis; Probability weighting; Lotteries; PROSPECT-THEORY; INFORMATION FRICTIONS; HEALTH-INSURANCE; CHOICE; RISK; DECISION; MODEL; ECONOMICS; SALIENCE; TAXATION,Economics; Business & Economics,6,"We use natural experiments embedded in state-run lotteries and a new nationally representative survey to provide reduced-form and structural estimates of risk preferences and behavioural biases in lottery demand, and to explore the implications for optimal lottery design. We find that sales respond more to the expected value of the jackpot than to price but are unresponsive to variation in the second prize-a pattern that is consistent with probability weighting but is inconsistent with standard parameterizations. In the survey, we find that lottery spending decreases modestly with income and is strongly associated with measures of innumeracy, poor statistical reasoning, and other proxies for behavioural bias, which also decline with income. Regression predictions suggest that Americans would spend 43% less on lotteries if they were unbiased, while the remaining lottery demand is due to other factors such as anticipatory utility or entertainment value. We use these empirical moments to estimate a model of socially optimal lottery design. In the model, current multi-state lottery designs increase welfare but may harm heavy spenders."
2025,"The Causes of Ukrainian Famine Mortality, 1932-33","Markevich, A; Naumenko, N; Qian, NY",Ethnic repression; Mass killing; Famine,Economics; Business & Economics,4,"We construct a novel panel dataset for interwar Soviet Union to study the causes of Ukrainian famine mortality (Holodomor) during 1932-3 and document several facts: (1) Ukraine produced enough food in 1932 to avoid famine in Ukraine; (2) 1933 mortality in the Soviet Union was increasing in the pre-famine ethnic Ukrainian population share and (3) was unrelated to food productivity across regions; (4) this pattern exists even outside of Ukraine; (5) migration restrictions exacerbated mortality; (6) actual and planned grain procurement were increasing and actual and planned grain retention (production minus procurement) were decreasing in the ethnic Ukrainian population share across regions. The results imply that anti-Ukrainian bias in Soviet policy contributed to high Ukrainian famine mortality, and that this bias systematically targeted ethnic Ukrainians across the Soviet Union."
2025,Regulating Carry Trades: Evidence from Foreign Currency Borrowing of Corporations in India,"Acharya, VV; Vij, S",Emerging markets; Foreign currency debt; Foreign exchange risk; Taper tantrum; Capital controls; CRISES; CREDIT; FLOWS,Economics; Business & Economics,4,"We establish that macroprudential controls limiting capital flows can curb risks arising from foreign currency borrowing by corporates in emerging markets. Firm-level data show that Indian firms tend to issue more foreign currency debt when the interest rate differential between India and the U.S. is higher. This ""carry trade"" relationship, however, breaks down once regulators institute more stringent interest rate caps on borrowing; in response, riskier borrowers cut issuance most. Prior to adoption of this macroprudential measure, stock price exposure of issuers to currency risk rises after issuance, as witnessed during the ""taper tantrum"" episode of 2013; this source of vulnerability is nullified by the measure, as confirmed during the October 2018 oil price shock and the COVID-19 outbreak. We find no evidence of the policy's efficacy being undermined by leakage or regulatory arbitrage."
2024,Social Signaling and Childhood Immunization: A Field Experiment in Sierra Leone,"Karing, A",INCENTIVES; NETWORKS; IMAGE,Economics; Business & Economics,10,"This article explores the use of social signaling as a policy tool to sustainably affect childhood immunization. In a 26-month field experiment with public clinics in Sierra Leone, I introduce a verifiable signal-in the form of color-coded bracelets-given to children upon timely completion of the first four or all five required vaccinations. Signals increase parents' belief in the visibility of their actions and knowledge of other children's vaccine status. The impact of signals varies significantly with the cost and perceived benefits of the action. There are no discernible effects on timely and complete immunization when the signal is linked to an easier-to-complete vaccine with low perceived benefits, and large positive effects when the signal is linked to a costlier-to-achieve vaccine with high perceived benefits. Parents adjust their behavior nine months before realizing the social image benefit, demonstrating the motivational strength of signaling incentives. Of substantive policy importance, bracelets increase full immunization at one year of age by 9 percentage points, with impacts persisting at two years of age. At a marginal cost of US$24.7 per fully immunized child, social signals can be as cost-effective as financial or in-kind incentives."
